,text,label
782,i just feel anxiety about forgetting vital things like breast milk at home or not getting my drs note signed,joy
783,i thought id alwayz feel held back dissatisfied angry,anger
784,i feel judged and pressured to be someone im not because of this,fear
785,im feeling homesick or waxing profanely about how the addition of target and just a little more effort at being organized and reliable could make spain one of the best countries on the planet ill share something old from home,sadness
786,i feel distressed or lonely music is my only companion,fear
787,i feel talented in this different way that is so smart,joy
788,i still feel heartbroken over the decision but now i can be free,sadness
789,i feel that he is actually very adventurous leh,joy
790,i feel intimidated by them and their developing brains and bodies,fear
791,i still haven t locked anything down and i ve been hunting for a job for about a month but i m just feeling so pleased at how the process is moving along so far,joy
792,i really needed to let my feelings out and i m just very pissed right now,anger
793,i am feeling quite satisfied and accomplished,joy
794,i feel virtuous afterwards,joy
795,ive seen it in multiple academic and work settings and i often feel helpless when thinking of solutions,fear
796,i feel terrific about how work has progressed today,joy
797,i always feel like we are on an episode of the amazing race whenever we try to find somewhere in mumbai as addresses are really just a rough guide and joachim invariably has to stop the car numerous times to jump out and ask for help which is not always very forthcoming,surprise
798,i worried about feeling guilty about taking my daughters away from their mother on christmas since they were scheduled to be with me,sadness
799,i still feel confident about this semester,joy
800,i feel dull and gross which encourages me to drink more coffee,sadness
801,i have always been one to say exactly how i feel and i have never put on a show just to impress anyone so maybe i just dont understand why people feel they have to fake it,sadness
802,i feel unbelievably vicious which humanizes me just a tad further,anger
803,i feel exhausted by the thought of suitcase living for months being homeless for half a year,sadness
804,i feel like i ve been beaten down in this company and then to be rejected,sadness
805,i didn t wish to be the president i hardly know these people and i got the feeling that they hated me for being quiet and not smiling,sadness
806,i dont believe theres any difference on a human level i feel convinced there must be,joy
807,im not feeling pressured to craft my grand vision and inevitably write like crap despite my best intentions,fear
808,im feeling a bit groggy today cold related not drink mores the pity,sadness
809,i can feel how much stronger hes getting by the gentle ahem nudges into my ribs when i sit down,love
810,i feel like all of my other semester have had me terrified,fear
811,i look at sweet mountain planet wisp and in some ways even starlight carnival i just feel like there s a bit of missed potential here,sadness
812,i feel it is vital that we focus on economic development public safety and revitalizing our city doing so will help attract new residents and business owners and give those already here a reason to stay,joy
813,im here feeling miserable because i simply miss those times so much,sadness
814,i felt just as you described and was feeling really discouraged,sadness
815,i used to think i was being attentive and loving but what happens is that i feel a little resentful,anger
816,i was feeling it was like being punished and forced to just deal with it,sadness
817,i feel hesitant,fear
818,i feel like he is going to be such a sweet heart,love
819,i feel burdened with a weight that i cant describe when i want to sit down and mope when i want to stay in bed and wallow i choose instead to do the next thing,sadness
820,i find myself feeling happy more and more and it feels so very good,joy
821,i was feeling impatient,anger
822,im feeling rebellious and wishing that jkr had named that damn owl long tresses instead of hedwig,anger
823,i feel so irritable and i am hateful,anger
824,i feel bad then for not accepting who i am,sadness
825,i didn t feel very respected either,joy
826,i feel like an agitated fred wertham counting all of the violence in bring me the head of alfredo garcia,fear
827,i feel disadvantaged about is the fact that i grew up in england where there is not a great emphasis on a href http www,sadness
828,i am somelike feeling empty putting myself somehow but all i see is a glass of anyhow,sadness
829,i feel really smart now that i know what it is which may be the point considering of my experts told me it existed simply to make people who know how to use it sound smart,joy
830,i had an overwhelming feeling of not wanting to live there of being glad that i left and feeling confident in my decision to move,joy
831,i feel unprotected a class post count link href http reprogramming in process,sadness
832,i will outline below im feeling a bit morose and a bit unsure,sadness
833,i feel people look at me and think im strange,surprise
834,i guess i should feel honored,joy
835,i wondered if it had anything to do with my imaginings about running into traffic when i am feel distraught but i was not distraught at the time lily i was enjoying my elf,fear
836,i basically started this blog so i have a place to vent and express how i am feeling in hopes others will know how i am feeling as well,joy
837,i might have a feeling on who will be the most popular celebrity in each of the band,joy
838,i believe the unhealthy obsession with beauty and constant feelings of discontent young women are experiencing,sadness
839,i guess its normal to feel this shaken and drained etc at this point,fear
840,i feel like i m still on shaky ground though and it all has to do with my job,fear
841,i think back upon everything that has happened its no wonder i am feeling empty,sadness
842,i had this feeling all along that you were here but always with one foot out of the door aching to leave me,sadness
843,i was already feeling that so thought a re read would be worthwhile,joy
844,im starting a new job on monday and im feeling very apprehensive,fear
845,i did not get a chance to exercise and i feel somewhat defeated and slightly disappointed in myself,sadness
846,i think about it i start to feel very shocked that she would undergo such a drastic change,surprise
847,i feel like we ve offended a lot of people i don t know if people are just getting soft but people were tweeting that the video was making them sick,anger
848,i do not have this clear cut direction on my life and there are a couple of different routes that i could go but i feel so useless because im not a hundred percent on any of them,sadness
849,i know i set a goal of meeting a new person at every event this spring summer but i was feeling shy and sheepish,fear
850,i want to not feel aggravated when someone tells me that they are getting mixed signals from the person theyre dating,anger
851,i remember going to nyc and not feeling very excited and being shocked that i was quite blas about the whole trip,joy
852,im feeling lucky tricks can be fun and entertaining if we know some of tricks while we using google search engine to find any information on the internet with certain keywords,joy
853,i feel peaceful and well the kind of feeling a guy gets when he knows he s not exactly lighting the world on fire but at least he s not doing that,joy
854,i feel is loneliness emptiness and better if i don t couple with him,joy
855,i feel that the audiences the bloggers are trying to connect with need to be as respected as the blog itself,joy
856,i do hope that you feel somewhat successful in accomplishing your goal,joy
857,i had sex the first time it just made me feel disgusted with myself why cos all of the shitty people who said to love another guy was wrong,anger
858,i feel very sorrowful for the children killed in lebanon and the world over born and unborn alike,sadness
859,i cant figure it out but something feels fake,sadness
860,i didn t exaggerate it and i didn t milk it to get more but i definitely enjoyed the feeling of melancholy and allowed my mind to play up to it,sadness
861,i am feeling very smug on the brink of arrogance really the house is looking pretty with suddenly a lot of red gold and green in every corner,joy
862,i was feeling awful on friday,sadness
863,i usually do not like to blab out feelings or thoughts publicly as i tend to think that makes me seem whiney or like im trying to grab attention but it seems like one of those rare occasions when im being prompted to,sadness
864,i feel accepted and supported,joy
865,i asked if i could wait in my car because i really wasnt feeling an awkward confrontation tonight,sadness
866,i almost feel dazed and detatched from just about everything,surprise
867,i work and feel like everyday has to be wonderful and even if it isn t i still subconsciously carry this positivity that is forced upon me by myself,joy
868,i feel so privileged to have met them,joy
869,i did it without giving it a second thought and then after i taped it up i sat down to write because i feel a little emotional over it,sadness
870,i have been feeling slightly homesick as of late too,sadness
871,i feel shame for supporting iraq war why can t blair,joy
872,i want it to feel casual and noncommittal,joy
873,i feel envious and a little mystified,anger
874,i just didnt know how i mean i knew i was feeling you but i never thought my feelings for you would grow this strong,joy
875,i finally turned the podcast off feeling beaten to my very core,sadness
876,ive been feeling scared and worthless,fear
877,i feel as shy as a high school freshman,fear
878,i feel like i am just a dull small thing that never shows how amazing my maker truly is,sadness
879,i have no idea how ghor clan rampager will play out but i feel thats a sweet card in this kind of deck to help push through damage in the mid game without letting the opponent move into the late game and overwhelm us,love
880,im feeling uncertain about putting myself out there on this blog right now doesnt mean im going to stop it either,fear
881,im not sure if im just physically and mentally exhausted knowing lots and lots of people have it way worse than i do or if it was just how i was feeling from the rigors of the week but that hug and moment between the boy and teller was enough to make me weepy,sadness
882,i feel like im completely dissatisfied with myself and i dont know how to fix things,anger
883,i feel i could have been more optimistic at times about the project and i honestly put alot of work into it so i do believe my work ethic was very strong but perhaps instead of trying to do everything myself delegating the work more,joy
884,i sort of feel they shouldn t have to thank me really while the people who employ me jolly well ought to,joy
885,i feel this is a very dangerous situation and is putting many souls at risk,anger
886,i have those quiet moments where sales slow down i feel un loved and un appreciated i hold on to what my son said,love
887,i feel amused february in a href http wordpress,joy
888,i feel strange a href http constantfunk,fear
889,i don t feel funny,surprise
890,im still feeling overwhelmed by all my purple fabric scraps and yardage,fear
891,i definitely feel like i ve been on autopilot for quite some time and i ve finally reached a point where i feel drained completely,sadness
892,i feel pretty productive this week,joy
893,i also picked up sticks to get enough sun hour to go into the basement and not feel deprived of light,sadness
894,i have hoped and prayed that those feelings would change or at least dull out,sadness
895,im feeling very far from cute right about now,joy
896,i feel your longing to express,love
897,im angry that we were born so far apart because i feel like i miss out on so much but a lot of the times im thankful because we have such a great relationship and i get to appreciate it so much more,joy
898,i havent been feeling too creative,joy
899,i feel and i hope you enjoy them and follow along through my troubled life,sadness
900,i have always been here when you needed me to be i always did my absolute best to make you feel vital to my life i always tried to support what you did with your life most of all i always tried to be your best friend,joy
901,i feel bad about my neck,sadness
902,i feel i know a lot more now about writing in verse and i have hopes this verse memoir will be a useful reference for people diagnosed with ms and their families and friends,joy
903,i had forgotten that i was due to have an operation last week and so that was my second week lost due to my lying on the couch feeling a bit tender,love
904,i came out feeling amazing,joy
905,i do not feel cute and sexy in dresses,joy
906,i feel like im coming out as a hippie while also coming out as skeptical of that same movement,fear
907,i can have ski fellowship any non skiers will feel and be left out unless they have a keen interest in skiing,joy
908,im in florida im armed and i have the confidence that comes with carrying a gun knowing that i can pull it out if i ever feel threatened,fear
909,i feel theyve had to put up with a lot from me and yet theyve been beyond supportive of everything ive wanted to do,love
910,im feeling all sentimental and other kinds of crap along with bored,sadness
911,im left feeling heartbroken,sadness
912,i finally feel like im doing something worthwhile here,joy
913,i still feel unsure about it i think its a bit soon but then again ill keep my fingers crossed for that one,fear
914,i know it s gross to think that you are putting snail mucus on your face but it s a small price for beauty plus the texture of the product is just like any other face cream so it won t feel weird,surprise
915,i feel comfortable in front of the house but i would not have been able to do it without my years in the kitchen,joy
916,i am feeling a bit agitated but that could be because my daughter is throwing a big fit about cleaning her room,fear
917,i bet he feels stupid now,sadness
918,i always feel amazed me haobulicai,surprise
919,i do feel a bit obnoxious it is definately the weather,anger
920,i feel like this adaptation doesnt add anything positive to the neverwhere world,joy
921,i make a giant cup of coffee add some sweetener and drag myself to school feeling depressed and nauseous,sadness
922,i feel tortured,fear
923,i stand right now but they should feel reassured that i am taking care of myself and am very happy,joy
924,i feel this will make the ring lovely and tactile by the end,love
925,i also sometimes feel regretful for those whom sit alone at a bar restaurant sometimes i just want to walk over and say hi but alas my shy insecure self kicks in,sadness
926,i am strangely drawn to you why should i feel love for a heartless bastard,anger
927,i still feel a little hurt at the thought of it but at least im feeling better as compared to a few weeks ago,sadness
928,i feel timid about trying to break out of my fashion rut,fear
929,i know now as i still cough and feel lethargic that the body is remarkable in how it recovers but that the mind and the body never forget and the cancer journey never really ends if not in body then in mind,sadness
930,i feel so stress so dull i dont know how to react the only light of happiness is the moment i set my eyes on you and then it fades again,sadness
931,i looked at his sleeping face i suddenly felt all the stress leave my body not just the small stress over a deadline but all the stress of life i was feeling and be replaced with such a sweet peace,joy
932,i feel it gives my bedroom the perfect touch of glam without being too much sparkle,joy
933,im sure it will slip out at some point and they will stare at me and judge me and feel smugly superior,joy
934,i only came to university for the piss ups but i didn t expect to feel so humiliated in seminars,sadness
935,i suspect that the professor isnt feeling respected either,joy
936,i dont eat i cant focus and i feel cranky and pissed off and my mood swings are like crazy,anger
937,i went to bed feeling totally drained with silent tears falling down my face,sadness
938,i like to keep it to hand and spray the very light fine mist several times a time when i can feel my energy starting to get low or my stress levels rise,sadness
939,i do feel while looking at the needy children around the world and rightly so we don t become farsighted and forget to address the suffering of children right in front of us,sadness
940,im not feeling funny at all lately so ill let him do the jokes,surprise
941,i can feel the splendor here its a lovely place,love
942,i feel a little more inspired next week,joy
943,i feel like and hope that i have gained wisdom there are still choices that i struggle with decisions i am afraid to make because i fear the long term ramifications still pieces of me that i feel like i should know better,fear
944,i do for a living and my understanding that to be scared is normal and human i can never help but despise myself for feeling frightened no matter what the situation,fear
945,i feel we have a keen eye for detail,joy
946,i am feeling quite hopeful,joy
947,i was also feeling very benevolent because she absolutely could have taken advantage of me but didnt so she got a tip to match the one that the other girl stole,joy
948,im not as mad and upset as i was on day but i feel scared now,fear
949,i was feeling romantic,love
950,i do feel angry that its difficult to pick through the bullshit,anger
951,i feel its more screen friendly than fitday,joy
952,i tend to feel very hot and i tend to tear up cry when my blood sugar is dropping,love
953,i was looking for my jumprope just moments ago as i feel determined to get my ass moving a bit more but alas nowhere to be found so here i am blogging away something i have yearned to do for weeks but don t have the space,joy
954,i feel bitter and jealous,anger
955,i am sorry that you feel i was being sarcastic but i really did not mean to come off like that,anger
956,i have a feeling thats not perfect latin for the fiery one but we didnt care,joy
957,i love the work that i do and i feel lucky to be a part of the a href http momstown,joy
958,i wasnt feeling completely inspired just by the paper so i checked out a href http cards,joy
959,i worked on it a lot and i am feeling amazing about this,surprise
960,i feel snobbish saying that,anger
961,i kinda feel strange and scared with myself because i got one illness and penyakit i guess omg ive told my mom and she agreed want to take me to clinic,surprise
962,i feel so unloved here,sadness
963,i feel that john gribbin is much more clearer in expanation than brain greene the fabric of the cosmos the elegant universe in that he chooses very carefully the scope and depth of his content,joy
964,im feeling pissed off and abandoned,anger
965,i can t shake the feeling that my beloved console simply doesn t care about me anymore,joy
966,i feel thrilled to be part of such a great team and a fabulous challenge,joy
967,i guess my greatest annoyance about lycra and all other unnecessary cycling gear is that it seems to me to be just another way for people to make themselves feel superior as a result of their spending decisions,joy
968,i had a feeling that the reason my beloved steam cleaner appeared on the curb wasn t that it worked perfectly but a cash strapped gal can hope can t she,love
969,i is a high rank with a lot of honor to it and i feel it has been shamed lately,sadness
970,i was picked on alot and embarressed alot which lead to my anxiety i feel i dont trust groups of people i dont trust smart assess i have a hard time trusting anyone to be honest even family all because of these bad experiences,joy
971,i feel bothered there are five more times i feel hopeful and inspired by one of these writerly types,anger
972,i am feeling much bitter than ever,anger
973,i feel so heartbroken and i am so confused on what to do,sadness
974,im feeling cranky tonight so im going to go ahead and point out that the world at large id say at least is comprised of big fat failure turtles who are undoubtedly making one of the mistakes listed below at this very moment,anger
975,i must say that i go through many moments of feeling discontent because of where im at,sadness
976,i do not feel like davis should be intimidated to trade punches with prado but he should definitely use his superior wrestling to defeat the brazilian,fear
977,i feel strangely distressed by my lack of attendance,fear
978,i area had a nice comfy couch but we cant feel the cool air which literally made us sweat,joy
979,i feel energetic and full of life and excitement,joy
980,i always feel so humiliated reader because god s watched me cry a million times screaming in some intangible emotional agony but i bet he wonders when it ll actually be enough for me,sadness
981,im not talking about having sex or anything though maybe what we will talk about at first will be sexual in nature only because such feelings have been repressed by the world and society in general,sadness
982,i feel we should not be supporting these rebels in a violent manner at all and particularly not give them weapons or funding,joy
983,i was told by my father that he feels i am suffering from some sort of chemical imbalance and or clinical depression and could benefit from some medication,sadness
984,i feel devastated sad disappointed angry bitter relieved and content i m working on happy,sadness
985,i start feeling needy,sadness
986,i feel amazing i don t know if it is the relaxation that is giving me the false sense of being rested or if i am just plain crazy,surprise
987,i feel our child moving inside i cannot help but be amazed at that phenomenon also,surprise
988,i feel like a stranger in a strange land the sexist world of the s november th by eric i m not sure i m going to be able to finish stranger in a strange land by robert heinlein,surprise
989,i feel as though you just completely broke me and then forgot about me leaving me shattered on the floor,sadness
990,i can see in myself a lot of the older son i m angry at god the father not giving me what i want even though i feel that i ve been pretty faithful to him though i ve screwed up plenty,love
991,i feel dumb that this is the case,sadness
992,im not the only one who feels it but i seem to be the only one troubled by it,sadness
993,i feel honolulu is a perfect choice,joy
994,i made this song at a point my life when i feel i was at a crossroads trying to be successful in music but having to survive in the real world haze says,joy
995,i would have stuck around but i was feeling sociable yes its b,joy
996,i feel like im her stubborn client though i always wait too long in between cuts,anger
997,i just get caught up in the fun of the night and the buzz that alcohol gives me and there feels something tragic about having an empty glass,sadness
998,i can not help but feel a little bit resentful,anger
999,i feel totally foolish for trying to talk her out of a cause she felt passionately about,sadness
1000,im really feeling the pressure to provide justin friendly content,joy
1001,i feel some how i still being the girl with that rude attitude and rebellion against the actual society and its million masks but now im dont fell apart from that society i will among it,anger
1002,i feel terrible of course that would be my opening line to bloggers anonymous if there were such a thing,sadness
1003,im sure russell though he couldnt have been feeling must have been longing for some levity,love
1004,i wont go into it but ive been feeling really disheartened with everything lately amongst other things happening which has left me feeling rubbish about it all,sadness
1005,i do feel doubtful i cant help but have that oh so teeny tiny speck of hope,fear
1006,im feeling cranky already,anger
1007,i feel invigorated and more independent,joy
1008,i feel so miserable now,sadness
1009,i am it just means the more upset i feel although there was one night i was at work and i was just having a really awful day,sadness
1010,i bought some three books after feeling disillusioned with the one id brought with me to glasgow,sadness
1011,i have a feeling it s going to be the most fabulous concert of the year,joy
1012,i just didnt want this one to feel jealous of all the attention the other side got,anger
1013,i haven t had short hair in a long time and am feeling curious,surprise
1014,i hope to god it is a false reading because i feel so unprotected without him,fear
1015,i cant muster the will to feel anything but pissed off that i keep getting shoved back to the end of the line,anger
1016,i feel like all of the pain and hurt and terrible things in my life have died and its time to be free,sadness
1017,i found that bond and growing feelings between them very romantic,love
1018,i am lbs from being at a comfortable weight to get pregnant and i am feeling more determined than ever,joy
1019,i feel like i have enough time on the other i still feel stressed out about assignments,sadness
1020,i feel rejected or abandoned just simply monotone in a world of color,sadness
1021,you ignored the fact that we could not hear you at the back,sadness
1022,i am feeling continually surprised if not completely in awe of my display of patience over the last weeks towards my ever changing and sometimes challenging daughter,surprise
1023,i am feeling very defeated today,sadness
1024,i feel its the perfect time to analyse e and work out why this year had so many disappointments and who is worthy of walking away with the title of winner of e,joy
1025,a friends boyfriend treated her very badly,anger
1026,im going to finish my marking knit another pair of socks for under the tree feel pleased about the gifts ive sewn the last buttons on this little dress for harriet is a smaller copy of the one nolas wearing a href http materfamiliasknits,joy
1027,ive been on a short fuse with the kids cranky with people i come in contact with and just feeling irritable altogether,anger
1028,i thought it was well written and though id have liked some more explanations about certain things i finished it feeling quite satisfied,joy
1029,im feeling kinda sorta romantic wishful lately,love
1030,i feel a bit annoyed with myself that i haven t done more writing lately,anger
1031,i can t help smiling and feeling just a little bit clever,joy
1032,i could help or fix or laugh at or feel sorry for,sadness
1033,i went to bed feeling more peace and confidence about having a joyful pain free drug free tear free complication free birth than i ve had before,joy
1034,i want to stop for a minute because i have a lot of these self deprecating jokes about israel but i m feeling terrible telling them today because my country has attacked gaza which is basically a massive prison surrounded by a wall,sadness
1035,i miss my pages i feel groggy and weird,sadness
1036,i usually hat taking them surrounded by trees i have a feeling they never turn out good but this time i loved the colors,joy
1037,i feel horrible because i m in pain,sadness
1038,i received about my initial feelings on browne coming from respected practicing psychics nonetheless,joy
1039,im feeling kind of wimpy lately,fear
1040,i feel it would have been more of an insult had we rejected the invitation,sadness
1041,i feel convinced that the more likable bay becomes the less daphne is allowed to be,joy
1042,i feel like by action the professor is saying your time and your activities are unimportant to me in comparison to whatever i was doing instead,sadness
1043,i thought about my own depression about the negative thoughts ive had lately and how i can intervene in those thoughts to help myself not feel so depressed,sadness
1044,i feel soooo idiotic saying that,sadness
1045,i say this with an honest heart i actually feel enthralled to want to see the rest of it whilst waiting for it to load on my computer,surprise
1046,im not feeling very jolly i worry about and miss rowan constantly and am reminded about this time last year when mulberry was living his last days,joy
1047,i am deeply in love can make me feel worthwhile,joy
1048,i have put a lot of miles on those shoes and i was starting to feel my knee hurt when i ran,sadness
1049,i will never understand how four days of work can feel like the longest most boring moments of one s life but when you have a four day weekend it simply flies by in what feels like mere seconds,sadness
1050,i just feel so hopeless and lonely lately,sadness
1051,i hate the feeling of being needy or as if my world was about to come to an end yukky,sadness
1052,i feel so violent tonight,anger
1053,i feel that there has been some improvement in my endurance as well as my pushup ability,joy
1054,i feel virtuous writing by hand and i think the manual typewriter is romantic,joy
1055,i feel guilty that i get to use our washing machines when all of our workers wash their clothes by hand,sadness
1056,i feel like ive missed out like im only getting three quarters of the day,sadness
1057,i like the recovery of my spirit feeling faithful and optimistic knowing in my heart that all is and will be well,love
1058,i feel like this every birthday or am i just an emotional pregnant lady,sadness
1059,i often run across really great stuff on the internet that i feel a desire to share here but am reluctant to do so as i don t feel that i have anything significant of my own to add to the discussion or if i do i haven t the time to adequately write it up in a post,fear
1060,i feel very stressed and angry with my children and i cried for hours yesterday,anger
1061,im dreading how im going to feel but i just keep reminding myself that supporting my friend and his success is the most important thing i can do at a time like this,love
1062,i feel like i sabotage my friendships because i am unhappy with myself,sadness
1063,i knew that if i didn t turn back around i would forever feel that i had not been faithful to that tug,love
1064,i started to feel really irritable,anger
1065,i woke up in kinda a bad mood but i feel a little better now,joy
1066,i still feel morose over it yet i havent spoken to her in years so long that i doubt that id recognize her by sight,sadness
1067,i feel like being entertained,joy
1068,i feel like rich purple and gold are a match made in heaven and this reinforces that belief,joy
1069,i grew up here and it makes me feel safe,joy
1070,i feel neglectful,sadness
1071,i feel that there are some valuable lessons that can be learned from it,joy
1072,i love the tingly feeling from their lip products and im impressed with the quality of the mascara so far too,surprise
1073,i feel so low trying not to but living life silo,sadness
1074,i feel like our president needs to have a goal and one strong goal for a subject and not changing it up,joy
1075,i feel as though i am merely clever enough to know how inadequate i am but not smart enough to do something about it thats worthwhile,joy
1076,i feel about being back at work after a lovely long weekend pfft,love
1077,i was feeling rather cranky cos i was thinking about the lack of sleep i had bah,anger
1078,i felt mind raped gt lt so i came out feeling dazed like a zombie,surprise
1079,i finally told the other geeky best friend my feelings and hes supporting me as i support him with the girl he likes,joy
1080,i feel so gracious to be able to have arms and feet when i was born and had a loving family,love
1081,i always feel fake when i m happy like it s not the real me,sadness
1082,i move into motherhood im feeling how precious recordkeeping is and id like to make it easy for myself,joy
1083,i feel stupid even dignifying the statements of such a nutbag but in the interest of telling the whole story i guess i have to,sadness
1084,i wrote around then and its sitting and collecting dust until i feel brave enough to work on it again and make it good,joy
1085,i don t do much with myself anymore but i m feeling less than pretty these days girl,joy
1086,i don t feel like a hero or a warrior or that i m brave or strong or amazing or any other fun word that people use to describe me,joy
1087,i can feel it looking at me like i ve rejected it,sadness
1088,i feel rotten shallow and extremely bad to have not shed a tear at your passing away,sadness
1089,i should not have to feel this way in a nerd convention i am a nerd and i should feel accepted and comfortable in that setting,love
1090,i started feeling annoyed by it as if it were an implication that i wasnt handling my herd gracefully that it was a insult that meant they were annoyed by a screaming spork who didnt want to get in the grocery cart put off by the stains on my sweater and my bedraggled ponytail,anger
1091,i feel more of a sense of longing than of loss,love
1092,i was overdressed since i always start to feel cold in the airplane,anger
1093,i feel his playful fingers brushing my hair back behind my ears so that he can watch my expression as he talks and flirts,joy
1094,i know the depths of feelings i can have when i feel wronged and i thought i had grown out of it but watching people move on with their lives while i sit in a puddle of shit is literally leaving a stink on my that can only be removed by removing these folk from my life,anger
1095,i just feel kind of completely defeated today,sadness
1096,i feel like im a reasonably talented writer as far as the technical side of things go but i dunno if i have the creativity to write anything beyond self indulgent and narcissistic pap thats relevant to me but really says nothing about the human condition,joy
1097,i am not a hopeless romantic but i feel i need to stick up for them and say that liking romantic fiction shouldn t be aligned with making ridiculously bad decisions in one s personal life,love
1098,i feel is guilt or uncertain if i should feel guilty because i left because i removed myself from that situation and hardly ever looked back,fear
1099,im feeling cranky that the damned gents make me lug all that food up and down the hill because they cant be bothered to come up to the barn i remember that this was the life i dreamed of as a little girl in brooklyn where there were no green fields full of horses,anger
1100,i used an empathetic voice toned statement when i said you feel scared because he threatened you,fear
1101,i feel emotionally way more relaxed this time around which is ironic since this pregnancy had a lot of complications,joy
1102,i began to feel angry with him,anger
1103,i feel gracious,joy
1104,i guess i was feeling a little jaded as they say but i have missed my blog a lot,sadness
1105,i feel as though there is enough momentum and users to make it worthwhile,joy
1106,i also got the feeling that many of the pieces i loved most were from the lovely eclectic translation expensive boutiques in paris,love
1107,i feel really bad and also really tired haha rel bookmark updates updates coz i feel really bad and also really tired haha,sadness
1108,i think a part of me did it because i feel jaded,sadness
1109,im actually not all that sure how i feel about it yet because it is more of a noisescape and didnt really leave me feeling satisfied,joy
1110,i feel on top of the world when i read somewhere how talented you danny and dougie are and i don t get mentioned with a word,joy
1111,i feel impatient and anxious when you go off the right path,anger
1112,i was surprised to find out that even my mother the most outgoing person ever born on planet earth feels shy sometimes,fear
1113,i thought maybe dating someone would cure me of this feeling so when a lovely japanese guy fell for me i went with it in the hope that i would grow more fond of him,love
1114,i was left feeling really grumpy and put out because we re stuck dealing with issues that really arent ours,anger
1115,i had been spending all week on the couch feeling extremely exhausted and in pain,sadness
1116,i write how i feel and i feel exactly how i did before as a romantic stuck,love
1117,im already thinking how will i take another week off of work how will i have someone care for my son for one whole week how will i get this far again without feeling paranoid and anxious because of what happened,fear
1118,i also feel funny if i dont pass it on but like the chain letters they are these kind of blog recommendations have to fizzle out somewhere or wed just plain run out of good blogs to recommend and wed start telling people to go read the crappy ones,surprise
1119,i have to wonder if joss is playing with our heads and the nerd natural tendency to feel sympathetic to the nerd,love
1120,i and merging into that as we discussed or feeling i am helpless and god is omnipotent and only by dedicating completely on him can i feel safe,fear
1121,i think i have a decent grasp on it now but itll still take some trial and error before i feel assured about talent scouting,joy
1122,i hate it when i feel so eager to shop spend then even if i bought things that i like i kinda regret cos i bought a bunch of things,joy
1123,i had been feeling ok if anything out of the ordinary had happened the last few weeks and finally if id had any spotting,joy
1124,im not giving up just because i feel that i wasnt valued by this company,joy
1125,im already getting the feeling that hes more keen than i am,joy
1126,i feel so peaceful and like i am home,joy
1127,i have a feeling that things may potentially get very messy,sadness
1128,im feeling pressured at my desk due to the piles of tasks waiting for me i will often pack up and go write in a quiet corner in my bedroom living room or kitchen,fear
1129,i just feel bad and want to be rescued from feeling bad,sadness
1130,i grew visibly more upset as i told her about feeling rushed to make a decision between b farm and argentina,anger
1131,i feel the glass shoes might be too delicate to run through this age,love
1132,i feel a bit naughty too for making it all public but then i remembered when i was made to feel like shit and had my confidence stripped,love
1133,i got a c on my physical chemistry test so i feel smart simply because i barely studied for that thing,joy
1134,i think the only times i really feel peaceful amp my head is quiet are when im outside doing something physical,joy
1135,im sure ill adjust eventually and get right back to blog stalking pinning but for now i am relatively un plugged and its feeling kind of weird,fear
1136,i dread checking my emails because they will make me feel shitty,sadness
1137,i don t know how to feel i m trying to stay optimistic that it won t be like the other shoe store,joy
1138,i have ever done and the fact that i had in essence been forced to leave secure paid employment was even scarier but i will never regret doing it as i am truly happy i am inspired and i feel i am in an industry where i am actually respected and that is amazing,joy
1139,i feel accepted and can be myself,joy
1140,i brought all these feelings and emotions up with my husband last night and he was very remorseful that he had made me feel that way and explained that to him it was the very opposite,sadness
1141,i am feeling something i have never felt before i m impressed by the australian people i think i might be proud,surprise
1142,i was feeling so discouraged we are already robbing peter to pay paul to get our cow this year but we cant afford to not get the cow this way,sadness
1143,i havent finished reading the article but i imagine it not only seeks to make readers feel stupid but also seeks to make other people feel smug about not reading,sadness
1144,i feel like if i continue this i will turn into my beloved whale,love
1145,i feel fucked rolls around you are treated to considerably better production values which give swinelord s murky high octane sludge a much needed layer of clarity which allows you to appreciate the musicianship on display,anger
1146,i feel pressure or because im troubled or any of that bullshit but simply because i enjoy it,sadness
1147,i soon as i see you i feel lively and ready to take on the world again,joy
1148,i get i feel ecstatic,joy
1149,i choose to respect my feelings even unpleasant ones,sadness
1150,im feeling incredibly generous this year and have gifts planned for each person except my brother as he is so hard to buy for its untrue,love
1151,i feel for the innocent family members of the shooter is unbearable,joy
1152,i feel like i am being punished for this as my husband is still flirting with other girls neglecting me making me lose contact with all my friends,sadness
1153,i feel the babe moving at my back reminding me that carry a precious burden and to engage in a fight won t be a wise decision,joy
1154,i feel inhibited in quoting myself,sadness
1155,i really feel pity and distraught for these kind of people whose mouth waters only at the sight of woman,fear
1156,i feel like a teenager he laughed looking over at williams a playful grin on his lips,joy
1157,i couldnt help but feel the sympathetic and curious stares as i showed up at the fancy restaurant for my bachelorette dinner,love
1158,i shouldnt feel doomed to failure and use that as an excuse to go off the wagon but it greatly weakens ones defenses and so needs to be carefully considered instead of mindlessly taken,sadness
1159,i still feel the bitter sweet for both parties actually,anger
1160,i feel strangely discontent and alienated,sadness
1161,i feel like that would be extremely unpleasant,sadness
1162,i am alone in feeling rejected,sadness
1163,i preached to a f students in a gospel camp they thus knew more about god and made up their minds to believe in jesus,joy
1164,i woke up at dawn with a stomach ache feeling shaky and sick,fear
1165,i turn it on i feel like im being tortured,fear
